Município,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,Product
Cáceres,29214576,26640676,33659710,61291114,57977408,20104657,17017285,20701154,21460411,28936773,11371372,2819215,5070238,5976344,3969692,2247187,2365251,1549273,3326261,5693123,3245517,2468308,2569183,635550,1566274,Wood
Delfim Moreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,626300,980700,885100,986480,1130237,Wood
Diadema,15587,31700,25233,2070,11526,58262,17710,19663,25530,12540,15729,14196,7652,11413,15048,27716,74272,28082,11304,33567,14754,24774,289612,47211,49211,Wood
Dias d'Ávila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7324,0,0,18500,0,0,0,Wood
Divinópolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,10,0,0,0,0,0,0,0,Wood
Dois Córregos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13616,11415,0,0,0,0,0,0,0,0,Wood
Dom Eliseu,2648616,966784,3267115,7027075,9025387,6424471,2845561,1079327,913239,1221263,770401,3153107,2771924,992470,5040492,7795823,12984376,26965414,21324561,14124383,7041341,5913341,5724919,1328544,5336262,Wood
Dourados,0,0,0,0,0,77911,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13432,0,0,0,Wood
Dracena,12825,25730,21037,7465,25548,25022,19499,21736,34791,24231,30302,40296,37486,48398,7210,5930,43978,0,57500,12000,0,0,0,0,0,Wood
Elias Fausto,7650,6911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14640,0,0,Wood
Embu,7370,4520,847,127,0,354,253,8,0,4073,2870,8266,4832,7191,1682,919,3984,552,20135,0,0,1,9700,93077,0,Wood
Embu-Guaçu,0,0,1186,0,0,0,31,0,0,0,0,0,0,0,0,0,40,0,0,0,148072,224125,0,0,0,Wood
Engenheiro Coelho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,Wood
Epitaciolândia,317976,110908,82914,83120,73837,209896,67902,61,1,2340,0,0,0,0,0,0,0,0,42600,0,0,0,0,0,0,Wood
Esmeraldas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,42,0,0,0,0,0,0,0,0,0,Wood
Espigão D'Oeste,2913082,3450299,3687669,4831939,5922610,7210670,5980680,9157900,5716780,2800700,2901300,1841360,0,52388,54874,0,327294,1659059,3134449,8286685,5822594,5385361,2126328,125585,0,Wood
Esplanada,0,0,0,0,0,0,0,0,0,0,0,1416438,2291754,6841461,12315827,21097647,17230861,12069920,5900090,12540364,10668900,8463723,5117598,0,0,Wood
Espírito Santo do Pinhal,110,3,40,0,1,64,0,2,0,0,0,290,0,0,0,0,0,0,0,300,489,324,370,3745,14778,Wood
Estiva Gerbi,0,67,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Estrela do Sul,0,570,2435,179671,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Euclides da Cunha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45336,125333,707171,1916715,0,0,Wood
Eunápolis,0,0,0,0,160,5000,0,0,0,1443470,14460,0,0,0,0,1503470,450000,0,0,0,0,0,0,0,0,Wood
Extrema,1343,0,796,0,0,0,0,0,0,0,0,0,0,0,0,7047,0,0,2353,7511,0,0,0,0,0,Wood
Feira da Mata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4040624,4084250,7202127,5687863,0,0,0,0,Wood
Feira de Santana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435280,1637766,2287028,1735520,0,0,0,0,0,0,Wood
Feliz Natal,1077305,815,0,0,0,0,0,3800,160164,126433,449437,610801,848509,2976155,3279490,732014,475000,701197,204000,0,0,0,0,0,0,Wood
Fernandópolis,0,0,0,30,828,1360,0,0,880,0,0,0,0,0,0,0,0,0,0,0,38749,12080,67404,0,0,Wood
Ferraz de Vasconcelos,0,0,0,0,0,0,1,0,16,7,0,26,66,39,0,0,0,53,0,0,12495,0,29964,49016,0,Wood
Franca,1216,924,15749,3311,2277,7546,17282,23520,12150,14952,5810,11064,10693,7736,7158,12426,6093,5014,2211,1210,0,0,0,0,0,Wood
Franco da Rocha,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Frutal,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Garça,0,0,0,0,0,0,0,0,0,0,0,0,10700,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Gavião Peixoto,1,1740,1873,856,20,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Glicério,0,0,0,0,0,0,0,0,0,572,0,0,0,188311,21085,0,0,0,0,0,0,0,0,0,0,Wood
Glória D'Oeste,0,0,0,0,0,0,1354879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Goianira,0,0,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Goianésia do Pará,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336234,Wood
Goiânia,3964,79,1258,0,0,1,1,16,93,609,225,1001,4420,841,51977,38205,313,2280,94784,366563,1073539,257142,28800,0,4,Wood
Governador Valadares,0,0,0,0,0,0,0,0,0,0,0,10,228,545,178,148,1225,0,32,100120,8,7,13,1470,0,Wood
Grão Mogol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2515640,5237476,6538916,7810077,4265003,356738,0,0,0,0,0,Wood
Guaiçara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,Wood
Guajará-Mirim,135195,186973,328541,381096,726218,1943755,1741050,2471848,1051107,179089,3110,427,0,0,0,0,575138,55,0,0,0,28290,186680,112219,168980,Wood
Guapiaçu,0,0,11340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Guarantã do Norte,0,27500,128680,87450,0,0,0,0,0,0,0,21643,198428,1347163,1435182,802763,1099017,1337307,92809,238742,0,2299478,817572,586702,2075497,Wood
Guararema,6573,0,323,0,0,54195,840840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Guaratinguetá,22,0,21,0,84,0,0,0,0,0,0,72046,213838,187348,71808,119545,94130,46231,91366,39076,0,39360,0,0,1200,Wood
Guarujá,6,0,102,12,0,19500,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,Wood
Guarulhos,6350,11613,75614,106049,173311,52183,11189,85812,21904,475441,232037,5296,27245,10551,4695,12325,10995,44219,631053,715398,52791,20194,15087,41048,38138,Wood
Holambra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,Wood
Hortolândia,42437,518,855481,0,0,22,0,3800,8520,283730,0,2200,2178,0,67057,31380,0,0,0,836,0,0,0,0,1,Wood
Humaitá,24400,45124,97622,0,0,0,0,0,0,0,0,0,0,0,0,0,340354,1643000,1088260,898895,192931,32725,76177,90640,0,Wood
Ibaté,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Ibirité,0,0,0,0,0,0,0,0,1188,0,2490,0,0,2576,551,5,0,0,0,0,0,0,0,0,0,Wood
Ibitinga,0,0,2,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Ibiá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4320,0,0,0,0,0,0,0,Wood
Ibiúna,34,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,2228,Wood
Igarapé,0,0,0,0,0,9193,10229,0,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Ilhéus,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,29378,20,0,0,0,0,0,0,0,20919084,Wood
Imbé de Minas,0,91,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Imperatriz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296990,328700,202785,691610,242850,1797105,1220596,3795621,Wood
Indaiatuba,2749,166,382,12340,12633,94741,100,0,311,160,109540,1823,4635,3694,612,122,458,0,0,0,159744,295592,539816,152725,0,Wood
Indiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3396,320,5118,0,0,0,0,Wood
Indianópolis,407,0,0,0,0,0,0,0,0,0,0,0,107980,26422,0,0,0,0,0,0,0,0,0,0,0,Wood
Inhangapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664568,2327049,1364823,308419,226968,442542,72420,0,0,Wood
Ipameri,0,0,0,0,0,0,120430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Ipatinga,100,61,65,23,30,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Ipaussu,242593,236046,276616,279045,222118,34720,0,0,0,0,0,0,0,0,0,0,0,29885,107428,0,42314,0,0,0,0,Wood
Iperó,2682,36,394,4,0,20,12,32,60,587,229,385,326,0,119655,358074,626924,584530,124569,0,0,0,0,0,1860,Wood
Ipeúna,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Ipirá,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Ipixuna do Pará,0,0,0,0,0,0,49804,24705,224118,663110,200401,195162,119247,290557,337011,0,115131,1374732,542322,600936,852276,925358,2305157,2536773,1543790,Wood
Iracemápolis,0,0,0,0,0,0,0,0,0,0,300,550,420,4300,1695,19230,32275,2490,0,0,0,0,0,0,0,Wood
Iranduba,3081122,3919161,3990181,1984654,2855009,836454,644193,1014190,979595,703720,75868,0,0,0,0,0,0,0,13500,0,0,0,0,0,0,Wood
Irituia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21954,39805,Wood
Itaberá,0,0,0,0,0,0,0,16730,106570,170595,408797,486213,457087,852233,1112886,1277017,1094261,1037050,626380,339075,399790,397119,256965,112532,107716,Wood
Itabira,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141663,1015300,2738387,0,336750,Wood
Itabirito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,Wood
Itacoatiara,25312904,24291211,26631531,23020179,20044761,18637963,18910309,17227791,13393626,13299956,12884038,14991887,8263399,20068920,16603020,20991130,30365739,30540184,22907944,17787136,27589906,20636465,30057435,28607161,33959561,Wood
Itaipé,16764,35055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Itaituba,6914457,6906727,5746187,4987711,5184860,6845442,14902762,18318521,17606870,19669466,31142106,24888744,15525140,38352506,54986499,38155016,29358102,25728362,10152824,13660117,6050404,995152,0,0,840624,Wood
Itajobi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,Wood
Itajubá,91,0,0,136,0,0,0,0,0,0,0,0,133,0,31,0,0,0,0,0,35,0,0,0,0,Wood
Itajuípe,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Itamonte,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Itanhaém,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,306,0,0,0,0,0,14790,0,0,0,Wood
Itapecerica da Serra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,24000,0,0,0,0,0,69770,325750,Wood
Itapetininga,84785844,73863873,59612780,11662008,1099461,899768,12884862,7419007,8087494,4984442,3338295,376122,0,0,0,0,1257,0,1799013,5137033,0,0,0,0,0,Wood
Itapeva,0,140,157700,1822241,64500,24390,0,0,0,0,0,0,0,155399,733788,59177,0,0,393546,35431,23000,614561,0,0,0,Wood
Itapevi,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Itapira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,125,547,0,305,0,0,0,Wood
Itaporanga,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Itapuã do Oeste,4686925,3993935,6255760,6934107,3630781,2479667,1759169,1415881,406241,0,0,0,68450,102436,200936,1218633,1455497,569213,42480,57790,0,0,0,0,0,Wood
Itapuí,14574983,11102604,12668781,13755714,5965712,2812996,980671,86692,39960,93880,80000,112864,106698,149044,226839,249012,536906,475501,300959,23667,25458,72115,44300,60464,83049,Wood
Itaquaquecetuba,302837,10717,0,0,0,0,537,592,1564,476,1872,1534,2570,23991,15571,0,25908,39,360,0,210,0,0,42,0,Wood
Itararé,6422804,6536253,3870390,8875038,6281590,2031500,1808300,132620,0,40599,517157,1482655,2063483,6717392,16085713,18920677,8076345,5338167,7511886,12999541,11159128,18342101,12373014,5796261,5136918,Wood
Itatiaiuçu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,Wood
Itatiba,176829,185193,142522,135473,184064,153169,181574,73148,38405,39353,19243,27795,26396,27187,41032,47926,35294,323629,329911,1390395,1334287,105140,71293,51888,38124,Wood
Itaubal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34500,0,0,0,0,0,0,Wood
Itaverava,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Itaúba,0,26,76,51500,71050,0,0,0,0,0,0,44129,110968,166751,1763750,842052,673988,1182061,986711,1970390,1810922,1075426,1386162,1350268,1157584,Wood
Itaúna,27730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Itinga do Maranhão,0,0,0,0,0,0,0,0,0,0,0,0,738800,7078102,11275852,12275088,17147379,21927759,29242343,23538524,19600147,18763565,7759684,337283,2034646,Wood
Itu,199908,2404,3685,66,13491,136,505,78,1562,65,115,70,0,100,196,4,0,0,35,33,12,6,324,0,198000,Wood
Ituiutaba,10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Itumbiara,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Itupeva,103,48,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,48,0,4,0,32,103,4800,0,0,Wood
Itupiranga,0,0,0,0,0,0,0,0,0,0,0,0,0,348000,2844434,1996629,8501,1463644,7247235,6659550,3369305,2884651,478212,22696,0,Wood
Ituverava,938,455,266,0,0,0,0,0,0,240,0,0,0,0,90,0,0,0,0,0,0,76000,0,0,0,Wood
Itápolis,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Ivinhema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,15000,0,0,0,Wood
Jaborandi,0,0,0,0,0,0,690245,649302,166400,79810,79810,840670,3113508,3191302,4617300,6532060,9658768,19774195,8817444,12653582,6477219,5286245,3046465,626077,91165,Wood
Jaboticabal,0,0,0,0,0,0,30,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Jacareí,36,220994,43502,74,0,38478,8700,0,204,0,2,26,85,41,86,79,0,0,6,10,0,0,0,0,0,Wood
Jaciara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51438,869504,0,49600,0,0,0,0,0,Wood
Jacundá,0,0,0,0,0,0,17020,0,0,0,0,0,0,0,0,0,0,0,0,71613,0,0,0,0,24184,Wood
Jacutinga,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Jaguariúna,104531,99693,81011,16360,0,17464,0,432,0,0,0,0,0,0,0,18450,0,20857,43070,108656,0,0,0,0,0,Wood
Jambeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,214,0,0,0,0,Wood
Jandaia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899281,4085828,1340769,4808771,Wood
Jandira,4742566,1319870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,125,0,188,0,0,0,0,0,Wood
Jangada,0,0,0,43670,505285,0,0,0,769810,0,0,0,0,0,0,317424,102000,118500,662193,125700,0,696,0,0,0,Wood
Jarinu,0,0,0,0,0,0,0,0,145,126,0,0,0,0,0,0,0,0,0,0,0,940,0,0,0,Wood
Jaru,323487,199531,100050,362331,423199,193977,147592,182500,48800,0,1618000,1446479,867438,2957711,8003842,9498508,10172198,11204619,8733492,4006754,1766270,241466,786480,768900,845260,Wood
Jateí,0,0,0,16200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Jauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142802,102405,122000,0,92277,119594,0,Wood
Jaú,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58610,291885,87295,31968,17040,0,0,Wood
Jequitibá,0,0,0,0,13450,69070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Ji-Paraná,10064769,11689530,13723967,12518422,11680798,12685991,8718429,6722462,5943736,5216420,4737337,3900511,4361487,13767929,22782292,18576624,37493248,45841265,45401068,52477980,42233820,43456555,33156160,20727979,18076222,Wood
Josenópolis,43928436,93313905,41718633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
José Bonifácio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232458,25806,0,Wood
João Lisboa,0,0,0,0,15466,620965,0,0,0,0,0,0,0,9749,402762,483435,22728,11997,125200,222152,334270,141675,0,0,0,Wood
João Monlevade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,Wood
Juara,21480,0,67470,566859,330870,248004,774969,787959,846902,1159877,583363,1274813,1947310,4518511,6019518,5785331,8726660,15403560,15098270,11827731,8077408,4423100,1868803,0,0,Wood
Juatuba,5,0,0,0,851,0,0,0,0,0,0,0,0,0,0,0,243520,32987,5341,956,0,0,0,0,0,Wood
Juiz de Fora,196403,25,1,0,7,0,226,0,0,0,50,0,57,79,43,0,0,72,182,0,0,0,0,0,0,Wood
Jundiaí,77151,220451,75989,54337,117850,63543,65631,57130,70721,92931,119724,105455,141589,194728,151957,66453,113817,336532,349384,470978,76336,122448,56414,42764,6398462,Wood
Juquitiba,0,0,0,0,0,0,0,0,0,0,2,6,113,45,21,0,0,55,0,0,0,0,489000,31736,661200,Wood
Juquiá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,1832,685,175,1479,0,0,0,0,0,Wood
Juruaia,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Juruena,1609142,773409,706255,709593,825500,1779186,1569816,3113605,3138086,3062002,3009841,4850514,4162520,9802660,13478861,12518132,11579548,13874098,8455637,7724581,4214202,4052849,2811299,3315451,2838960,Wood
Juruti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682369,1015748,0,0,0,0,Wood
Juína,761573,860693,1910423,3585387,2399044,4495365,1570057,1007678,872832,1002036,994894,5053910,12674589,22624040,38753516,34119432,24803808,22814607,12700013,6523628,2260903,579136,0,131080,78005,Wood
Ladário,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,Wood
Lagoa Santa,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,41,126,Wood
Lagoa da Prata,0,0,0,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,0,Wood
Lajinha,0,102560,94400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Laranjal Paulista,0,0,0,20,0,228,0,0,0,0,0,0,0,0,836,0,0,0,0,0,0,0,0,0,0,Wood
Lauro de Freitas,32,45,0,0,34,225,0,0,0,0,0,0,12,0,0,2448,39,0,0,0,0,0,0,0,0,Wood
Leme,1045165,1872834,1979953,3581087,4600209,6246341,1701329,586845,267161,0,20000,76359,0,0,0,0,0,19060,18702,0,0,0,160,0,0,Wood
Lençóis,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Lençóis Paulista,243,0,302,233,0,0,0,5,0,0,20,20,0,0,0,0,0,0,0,0,0,178900,250210,0,0,Wood
Leopoldina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25900,635565,229581,0,0,0,0,Wood
Limeira,502,121,1571,2275,372,422,0,391,13163,28,0,67,53,0,0,3,18055,0,0,26104,400,365,605,8,880,Wood
Lins,31,0,0,0,0,0,0,20,1550,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Lorena,33,0,326,0,0,0,30,83,0,0,220,0,0,0,0,13,0,0,0,0,0,0,0,0,0,Wood
Louveira,5217,1170,0,0,88994,0,100,17,0,0,0,0,0,0,0,0,300,39,0,0,0,284460,0,0,0,Wood
Lucélia,0,0,0,0,0,0,0,0,0,0,0,0,0,9375,1902176,0,0,0,1867,0,0,21000,3969,0,62800,Wood
Luís Eduardo Magalhães,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Lábrea,0,0,0,0,0,0,0,0,0,0,0,0,0,121266,413030,890363,20000,0,107200,909080,235692,0,0,0,0,Wood
Macapá,4788,127,0,0,127996,212284,0,313235,533736,1026649,1417687,1150103,1515307,687007,204590,57186,220429,778205,863868,1853176,1251327,0,12812,0,0,Wood
Machadinho D'Oeste,12105869,12324282,13282733,9272003,9936529,8468739,2965665,1861554,1292416,787964,1644669,2092083,3181970,3788059,7965886,7175883,10301159,16409583,4732153,2470047,2701999,8314710,7912439,3792056,354298,Wood
Mairinque,0,0,0,0,75,0,0,0,0,0,0,0,1,61472,199675,0,0,0,0,0,0,0,0,0,0,Wood
Mairiporã,0,0,126,73,45,7121,1594,0,0,0,2,646,0,17930,0,0,0,1170,0,0,0,0,7644,0,0,Wood
Manacapuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246970,110300,0,0,90000,62500,211900,186220,40000,43750,Wood
Manaus,258247,32205,354408,564,572523,551271,151188,394765,584483,111451,7468691,2525565,21268,1665528,4113189,5422956,8716477,16458258,11083766,10048141,10886864,15672030,13938527,14324228,18286711,Wood
Manduri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182876,322980,0,0,Wood
Manga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,Wood
Manicoré,0,0,0,0,0,0,0,0,0,0,0,0,0,254679,108000,0,0,0,0,0,0,0,0,0,0,Wood
Manoel Urbano,2249838,4165214,5328459,6590693,5226073,855585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Marabá,172561,0,98,6,0,163241,0,0,478063,1514639,2412107,2782651,2282946,3414281,5036984,5994230,5778673,5852746,4258533,4587375,4746134,2518321,2754206,4289172,4138010,Wood
Marcelândia,125000,291250,925000,570000,237500,665000,332500,762500,100000,0,0,0,0,0,0,0,53335,431915,10022580,5813087,2782764,3050330,3219524,1274544,2518941,Wood
Mariana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,900,7200,3270,110,Wood
Marituba,5627748,10325132,12563729,9524326,8430341,7656215,15220553,21955698,14640804,18594533,14190174,19633069,24730805,29048224,40153251,42002954,52146373,57742903,44934707,39683077,23684018,20497543,19193014,21106243,21390132,Wood
Martinho Campos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11300,0,0,0,0,26605,13370,0,0,Wood
Marília,9599715,3380930,3390214,4644414,3522048,3595555,1756861,585212,1395221,1058218,1840501,2128435,2375613,2027987,3170238,2250675,1112570,2115727,116285,47200,146694,239,65,214,248,Wood
Mascote,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Mata de São João,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,Wood
Mateus Leme,0,0,0,0,0,0,0,0,143,79,44,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Matias Barbosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,0,0,35,33,596,0,0,0,0,0,Wood
Matozinhos,0,0,0,0,0,0,0,0,5180,0,0,10590,0,0,0,15772,18189,0,0,0,0,0,0,0,0,Wood
Matupá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553405,4557811,9129285,7906030,3788983,390131,0,0,0,0,Wood
Matão,0,0,0,7756,0,0,0,0,0,0,0,11,0,0,0,0,1001000,1300,0,0,0,0,0,0,0,Wood
Mauá,1182,1167,592,0,50,13128,64,72,3721,0,275,37350,0,0,185,176,0,1572,0,0,10,62360,115400,93750,108100,Wood
Maués,24850,50,27414,55238,88824,78263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Mazagão,2964422,4054060,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,79956,140604,0,0,0,0,0,0,0,Wood
Medicilândia,0,0,0,0,0,0,0,197124,915736,1398708,1577312,1785877,1473979,1389262,2040426,2383754,2226404,2417487,2945571,3600056,3356917,2182391,1248231,0,0,Wood
Melgaço,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762659,0,0,0,0,Wood
Mirassol,109,0,0,1881,0,15114,1888,0,0,0,163863,410271,585823,1063644,1024537,1297963,1118537,1153053,402929,3840,0,16875,0,0,0,Wood
Mirassol d'Oeste,1826121,552807,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,Wood
Mogi Guaçu,45,29338,615,208264,1673,84606,888,1300,0,0,0,0,0,0,0,17605,1928,1180,9698,8740,6894,2420,3125,27500,0,Wood
Mogi das Cruzes,508130,41905,648340,1769262,327675,242585,89304,41197,2695,64740,97,101,3149,53,890,175,21271,11889,10117,17872,11947,10954,15106,2578,0,Wood
Mogi-Mirim,0,160,0,0,0,0,0,0,0,0,0,0,0,1058,0,0,0,0,0,0,0,0,0,0,0,Wood
Moju,907590,2381940,2838894,960247,78903,541020,0,25520,746228,1301774,154107,280121,63588,24900,683516,877193,1591844,1770650,4483269,4078000,4982000,3895600,5900826,4987376,8207313,Wood
Mojuí dos Campos,1879793,250347,28400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Mombuca,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Monsenhor Paulo,0,0,0,0,0,0,0,0,0,0,0,5302,11826,0,0,5507,4098,0,0,0,0,0,0,0,0,Wood
Monte Alto,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wood
Monte Mor,87,18106,1,0,0,0,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,3800,700,0,Wood
